"slug","title","company","location","work_mode","employment_type","database_category","suggested_category","suggested_score","secondary_categories","matched_terms","summary","apply_url"
"patient-care-technician-cna-variable-part-time-night-shift-float-pool-adventist-healthcare","Patient Care Technician (CNA), Variable Part Time Night Shift, Float Pool","Adventist HealthCare","Maryland / Float Pool","on_site","part_time","Patient Care Tech","Care Workforce (CNA, GNA, Caregiver)","33","","title:cna | text:hha | title:patient care technician | title:patient care tech","Curated Patient Care Tech role at Adventist HealthCare.","https://adventisthealthcare.wd1.myworkdayjobs.com/en-US/AdventistHealthCareCareers/job/Patient-Care-Technician--CNA---Variable-Part-Time-Night-Shift--Float-Pool_R-040879"
"patient-care-technician-cna-day-shift-rehabilitation-adventist-healthcare","Patient Care Technician (CNA), Day Shift, Rehabilitation","Adventist HealthCare","Maryland","on_site","full_time","Patient Care Tech","Care Workforce (CNA, GNA, Caregiver)","33","","title:cna | text:hha | title:patient care technician | title:patient care tech","Curated Patient Care Tech role at Adventist HealthCare.","https://adventisthealthcare.wd1.myworkdayjobs.com/en-US/AdventistHealthCareCareers/job/Patient-Care-Technician--CNA---Day-Shift--Rehabilitation_R-040047"
"patient-care-technician-cna-night-shift-rehabilitation-adventist-healthcare","Patient Care Technician (CNA), Night Shift, Rehabilitation","Adventist HealthCare","Maryland","on_site","full_time","Patient Care Tech","Care Workforce (CNA, GNA, Caregiver)","33","","title:cna | text:hha | title:patient care technician | title:patient care tech","Curated Patient Care Tech role at Adventist HealthCare.","https://adventisthealthcare.wd1.myworkdayjobs.com/en-US/AdventistHealthCareCareers/job/Patient-Care-Technician--CNA---Night-Shift---Rehabilitation_R-041197"
"nurse-support-technician-nst-mother-baby-unit-ft-day-shift-gbmc","Nurse Support Technician (NST) - Mother/Baby Unit - FT Day Shift","GBMC","Baltimore, MD","on_site","full_time","Patient Care Tech","Care Workforce (CNA, GNA, Caregiver)","12","","text:cna | text:hha | summary:patient care tech","Curated Patient Care Tech role at GBMC.","https://gbmc.wd1.myworkdayjobs.com/en-US/GBMC/job/Nurse-Support-Technician--NST---Mother-Baby-Unit--FT-Day-Shift-7A---7-30P_JR106593"
"nurse-support-technician-nst-mother-baby-unit-apply-gbmc","Nurse Support Technician (NST) - Mother/Baby Unit - Apply","GBMC","Baltimore, MD","on_site","full_time","Patient Care Tech","Care Workforce (CNA, GNA, Caregiver)","12","","text:cna | text:hha | summary:patient care tech","Curated Patient Care Tech role at GBMC.","https://gbmc.wd1.myworkdayjobs.com/en-US/gbmc/job/GBMC-Hospital/Nurse-Support-Technician--NST---Mother-Baby-Unit--FT-Day-Shift-7A---7-30P_JR106593/apply/applyManually"
"certified-nursing-assistant-unit-47-med-tele-behavioral-health-gbmc","Certified Nursing Assistant - Unit 47 Med/Tele/Behavioral Health","GBMC","Baltimore, MD","on_site","full_time","CNA","Care Workforce (CNA, GNA, Caregiver)","41","","summary:cna | title:certified nursing assistant | title:nursing assistant | text:hha | db_category:CNA","Curated CNA role at GBMC.","https://gbmc.wd1.myworkdayjobs.com/en-US/GBMC/job/Certified-Nursing-Assistant---Unit-47---Med-Tele-Behavioral-Health-7a-730p_JR106709"
"care-navigator-remote-massachusetts-caresource-commonwealth-care-alliance-batch-two","Care Navigator (Remote - Massachusetts)","CareSource / Commonwealth Care Alliance","MA / Remote","remote","full_time","Care Management / Clinical Operations","Operations","16","Medicaid Coverage & Eligibility | Care Management & Coordination","summary:operations | text:coordination | db_category:Care Management / Clinical Operations","Curated MedicaidReady Careers listing for Care Navigator (Remote - Massachusetts) at CareSource / Commonwealth Care Alliance, focused on care management / clinical operations in a healthcare, managed care, Medicaid, Medicare, or marketplace environment.","https://careers.caresource.com/search/jobdetails/care-navigator-remote---massachusetts/fa00121c-171c-4c86-b1f3-bc098eec9c4c"
"ltss-service-coordinator-clinician-elevance-health-batch-two","LTSS Service Coordinator-Clinician","Elevance Health","Roanoke, Blacksburg, Lynchburg, VA / Field","on_site","full_time","Care Management / Clinical Operations","Care Management & Coordination","26","Operations","summary:care management | title:service coordinator | text:utilization management | text:care coordination | text:member support | title:ltss","Curated MedicaidReady Careers listing for LTSS Service Coordinator-Clinician at Elevance Health, focused on care management / clinical operations in a healthcare, managed care, Medicaid, Medicare, or marketplace environment.","https://careers.elevancehealth.com/ltss-service-coordinator-clinician/job/5B94C4031901D54FE9AEC87736695FC4"
"care-review-clinician-rn-molina-healthcare-batch-two","Care Review Clinician (RN)","Molina Healthcare","United States / Remote","remote","full_time","Care Management / Clinical Operations","Operations","16","Care Management & Coordination","summary:operations | text:coordination | db_category:Care Management / Clinical Operations","Curated MedicaidReady Careers listing for Care Review Clinician (RN) at Molina Healthcare, focused on care management / clinical operations in a healthcare, managed care, Medicaid, Medicare, or marketplace environment.","https://careers.molinahealthcare.com/job/united-states/care-review-clinician-rn/21726/94984014416"
"hybrid-intake-registered-nurse-rn-uas-brooklyn-caresource-commonwealth-care-alliance-batch","Hybrid Intake Registered Nurse (RN) - UAS Brooklyn","CareSource / Commonwealth Care Alliance","Brooklyn, NY / Hybrid","hybrid","full_time","Care Management / Clinical Operations","Operations","16","Care Management & Coordination","summary:operations | text:coordination | db_category:Care Management / Clinical Operations","Curated MedicaidReady Careers listing for Hybrid Intake Registered Nurse (RN) - UAS Brooklyn at CareSource / Commonwealth Care Alliance, focused on care management / clinical operations in a healthcare, managed care, Medicaid, Medicare, or marketplace environment.","https://careers.caresource.com/search/jobdetails/hybrid-intake-registered-nurse-rn---uas-brooklyn/7f4bf6b0-dfa4-4fa6-888b-1d3e17faee00"
"vice-president-provider-engagement-centene-corporation-batch-two","Vice President, Provider Engagement","Centene Corporation","Long Island City, NY","hybrid","full_time","Provider Relations / Network Operations","Operations","15","Provider Data & Credentialing","summary:operations | db_category:Provider Relations / Network Operations","Curated MedicaidReady Careers listing for Vice President, Provider Engagement at Centene Corporation, focused on provider relations / network operations in a healthcare, managed care, Medicaid, Medicare, or marketplace environment.","https://jobs.centene.com/us/en/jobs/1636992/vice-president-provider-engagement/"
"medical-director-behavioral-health-molina-healthcare-batch-two","Medical Director, Behavioral Health","Molina Healthcare","United States","remote","full_time","Care Management / Clinical Operations","Operations","16","Care Management & Coordination","summary:operations | text:coordination | db_category:Care Management / Clinical Operations","Curated MedicaidReady Careers listing for Medical Director, Behavioral Health at Molina Healthcare, focused on care management / clinical operations in a healthcare, managed care, Medicaid, Medicare, or marketplace environment.","https://careers.molinahealthcare.com/job/united-states/medical-director-behavioral-health/21726/93704476992"
"senior-specialist-delegation-oversight-remote-molina-healthcare-batch-two","Senior Specialist, Delegation Oversight (Remote)","Molina Healthcare","United States / Remote","remote","full_time","Compliance / Appeals","Compliance, Risk & Regulatory","5","Government & Public Sector | Medicaid Coverage & Eligibility","summary:compliance | text:regulatory | text:audit","Curated MedicaidReady Careers listing for Senior Specialist, Delegation Oversight (Remote) at Molina Healthcare, focused on compliance / appeals in a healthcare, managed care, Medicaid, Medicare, or marketplace environment.","https://careers.molinahealthcare.com/job/united-states/senior-specialist-delegation-oversight-remote/21726/94867371776"
"plan-chief-financial-officer-illinois-centene-corporation-batch-two","Plan Chief Financial Officer","Centene Corporation","Burr Ridge, IL","hybrid","full_time","Medicaid Operations","Operations","15","","summary:operations | db_category:Medicaid Operations","Curated MedicaidReady Careers listing for Plan Chief Financial Officer - Illinois at Centene Corporation, focused on medicaid operations in a healthcare, managed care, Medicaid, Medicare, or marketplace environment.","https://jobs.centene.com/us/en/jobs/1633490/plan-chief-financial-officer/"
"chief-medical-officer-new-york-centene-corporation-batch-two","Chief Medical Officer - New York","Centene Corporation","Long Island City, NY / Remote-NY","remote","full_time","Medicaid Operations","Operations","15","","summary:operations | db_category:Medicaid Operations","Curated MedicaidReady Careers listing for Chief Medical Officer - New York at Centene Corporation, focused on medicaid operations in a healthcare, managed care, Medicaid, Medicare, or marketplace environment.","https://jobs.centene.com/us/en/jobs/1635713/chief-medical-officer/"
"plan-chief-financial-officer-louisiana-centene-corporation-batch-two","Plan Chief Financial Officer - Louisiana","Centene Corporation","Baton Rouge or Covington, LA","hybrid","full_time","Medicaid Operations","Operations","15","","summary:operations | db_category:Medicaid Operations","Curated MedicaidReady Careers listing for Plan Chief Financial Officer - Louisiana at Centene Corporation, focused on medicaid operations in a healthcare, managed care, Medicaid, Medicare, or marketplace environment.","https://jobs.centene.com/us/en/jobs/1623300/plan-chief-financial-officer/"
"compliance-officer-mississippi-centene-corporation-batch-two","Compliance Officer - Mississippi","Centene Corporation","Remote-MS","remote","full_time","Compliance / Appeals","Compliance, Risk & Regulatory","7","Medicaid Coverage & Eligibility","title:compliance | text:regulatory | text:audit","Curated MedicaidReady Careers listing for Compliance Officer - Mississippi at Centene Corporation, focused on compliance / appeals in a healthcare, managed care, Medicaid, Medicare, or marketplace environment.","https://jobs.centene.com/us/en/jobs/1639787/compliance-officer-mississippi/"
"director-architecture-remote-unitedhealth-group-optum-batch-two","Director Architecture - Remote","UnitedHealth Group / Optum","Eden Prairie, MN / Remote","remote","full_time","Medicaid Operations","Operations","15","","summary:operations | db_category:Medicaid Operations","Curated MedicaidReady Careers listing for Director Architecture - Remote at UnitedHealth Group / Optum, focused on medicaid operations in a healthcare, managed care, Medicaid, Medicare, or marketplace environment.","https://careers.unitedhealthgroup.com/job/eden-prairie/director-architecture-remote/34088/95012675120"
"senior-consultant-quality-measurement-remote-unitedhealth-group-optum-batch2","Senior Consultant, Quality Measurement - Remote","UnitedHealth Group / Optum","Washington, DC / Remote","remote","full_time","Quality Measurement / Medicaid Consulting","Government & Public Sector","6","Operations | Medicaid Coverage & Eligibility","text:government program | text:government | description:public-sector","Curated MedicaidReady Careers listing for Senior Consultant, Quality Measurement - Remote at UnitedHealth Group / Optum, focused on quality measurement / medicaid consulting in a healthcare, managed care, Medicaid, Medicare, or marketplace environment.","https://careers.unitedhealthgroup.com/job/washington-d-c/senior-consultant-quality-measurement-remote/34088/94780654672"
"senior-consultant-payment-model-implementation-remote-unitedhealth-group-optum-batch2","Senior Consultant, Payment Model Implementation - Remote","UnitedHealth Group / Optum","Washington, DC / Remote","remote","full_time","Payment Model / Program Implementation","Government & Public Sector","6","Operations | Medicaid Coverage & Eligibility","text:government program | text:government | description:public-sector","Curated MedicaidReady Careers listing for Senior Consultant, Payment Model Implementation - Remote at UnitedHealth Group / Optum, focused on payment model / program implementation in a healthcare, managed care, Medicaid, Medicare, or marketplace environment.","https://careers.unitedhealthgroup.com/job/washington-d-c/senior-consultant-payment-model-implementation-remote/34088/93504540096"
"principal-ai-ml-engineer-remote-unitedhealth-group-optum-a37d7389cb","Principal AI/ML Engineer - Remote","UnitedHealth Group / Optum","Eden Prairie, MN / Remote","remote","full_time","healthcare_it","Healthcare IT & Systems","20","Data Science & Analytics","summary:healthcare it | text:ehr | text:healthcare systems | db_category:healthcare_it","Curated healthcare it role at UnitedHealth Group / Optum, linking to the employer's official careers page.","https://careers.unitedhealthgroup.com/search-jobs?keyword=2346821"
"cna-certified-nursing-assistant-crestview-manor-healthcare-center-communicare-heal-473b2b886f","CNA Certified Nursing Assistant - Crestview Manor Healthcare Center","CommuniCare Health Services","United States","on_site","full_time","cna","Care Workforce (CNA, GNA, Caregiver)","52","","title:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at CommuniCare Health Services, linking to the employer's official careers page.","https://communicarehealth.wd1.myworkdayjobs.com/en-US/CHSExternalCareerSite/job/Crestview-Manor-Healthcare-Center/CNA-Certified-Nursing-Assistant_R-0000053441/apply"
"direct-support-professional-sunrise-community-86f459821b","Direct Support Professional","Sunrise Community","United States","on_site","part_time","direct_support_professional","Care Workforce (CNA, GNA, Caregiver)","27","","text:cna | text:gna | text:hha | title:direct support professional | text:dsp | title:direct support","Curated direct support professional role at Sunrise Community, linking to the employer's official careers page.","https://sunrisegroup.wd108.myworkdayjobs.com/en-US/Sunrise_Careers/job/Direct-Support-Professional_R-525"
"senior-data-scientist-remote-unitedhealth-group-optum-028e6a2e23","Senior Data Scientist - Remote","UnitedHealth Group / Optum","Eden Prairie, MN / Remote","remote","full_time","healthcare_data_analyst","Data Science & Analytics","19","","title:data scientist | summary:data analyst | text:analytics | text:sql | text:reporting","Curated healthcare data analyst role at UnitedHealth Group / Optum, linking to the employer's official careers page.","https://careers.unitedhealthgroup.com/search-jobs?keyword=2343643"
"senior-director-ai-ml-engineering-remote-unitedhealth-group-optum-017b036397","Senior Director, AI/ML Engineering - Remote","UnitedHealth Group / Optum","Eden Prairie, MN / Remote","remote","full_time","healthcare_it","Healthcare IT & Systems","20","Data Science & Analytics","summary:healthcare it | text:ehr | text:healthcare systems | db_category:healthcare_it","Curated healthcare it role at UnitedHealth Group / Optum, linking to the employer's official careers page.","https://careers.unitedhealthgroup.com/search-jobs?keyword=2340554"
"senior-ai-ml-engineer-remote-unitedhealth-group-optum-5785378991","Senior AI/ML Engineer - Remote","UnitedHealth Group / Optum","Eden Prairie, MN / Remote","remote","full_time","healthcare_it","Healthcare IT & Systems","20","Data Science & Analytics","summary:healthcare it | text:ehr | text:healthcare systems | db_category:healthcare_it","Curated healthcare it role at UnitedHealth Group / Optum, linking to the employer's official careers page.","https://careers.unitedhealthgroup.com/search-jobs?keyword=2356023"
"senior-analyst-medical-economics-remote-molina-healthcare-39dd318293","Senior Analyst, Medical Economics - Remote","Molina Healthcare","Remote","remote","full_time","healthcare_data_analyst","Data Science & Analytics","9","Healthcare Analytics | Claims & Payer Operations | Technology & Engineering","summary:data analyst | text:analytics | text:sql | text:reporting","Curated healthcare data analyst role at Molina Healthcare, linking to the employer's official careers page.","https://careers.molinahealthcare.com/job/united-states/senior-analyst-medical-economics-remote/21726/94487293808"
"senior-agentic-ai-engineer-remote-molina-healthcare-8a46d97e9d","Senior Agentic AI Engineer - Remote","Molina Healthcare","Remote","remote","full_time","healthcare_it","Healthcare IT & Systems","20","","summary:healthcare it | text:ehr | text:healthcare systems | db_category:healthcare_it","Curated healthcare it role at Molina Healthcare, linking to the employer's official careers page.","https://careers.molinahealthcare.com/job/united-states/senior-agentic-ai-engineer-remote/21726/91387536544"
"direct-support-professional-centre-for-life-development-sunrise-community-e4471d25fe","Direct Support Professional - Centre for Life Development","Sunrise Community","United States","on_site","full_time","direct_support_professional","Care Workforce (CNA, GNA, Caregiver)","27","","text:cna | text:gna | text:hha | title:direct support professional | text:dsp | title:direct support","Curated direct support professional role at Sunrise Community, linking to the employer's official careers page.","https://sunrisegroup.wd108.myworkdayjobs.com/en-US/Sunrise_Careers/job/direct-support-professional_R-112"
"director-data-management-eim-health-plan-analytics-ai-and-ml-remote-molina-healthc-7c5df7c06a","Director, Data Management (EIM / Health Plan Analytics / AI & ML) - Remote","Molina Healthcare","Remote","remote","full_time","healthcare_data_analyst","Data Science & Analytics","13","","summary:data analyst | title:analytics | text:sql | text:reporting","Curated healthcare data analyst role at Molina Healthcare, linking to the employer's official careers page.","https://careers.molinahealthcare.com/job/united-states/director-data-management-eim-health-plan-analytics-ai-and-ml-remote/21726/92585048112"
"direct-support-professional-rha-health-services-4ce00e1fe8","Direct Support Professional","RHA Health Services","United States","on_site","full_time","direct_support_professional","Care Workforce (CNA, GNA, Caregiver)","27","","text:cna | text:gna | text:hha | title:direct support professional | text:dsp | title:direct support","Curated direct support professional role at RHA Health Services, linking to the employer's official careers page.","https://rhahealthservices.wd1.myworkdayjobs.com/en-US/1/job/Direct-Support-Professional_R61052-1"
"certified-nursing-assistant-cna-varied-shifts-home-assistance-southern-maryland-ad-3f6aa0e31b","Certified Nursing Assistant (CNA), Varied Shifts, Home Assistance - Southern Maryland","Adventist HealthCare","Waldorf, MD","on_site","part_time","cna","Care Workforce (CNA, GNA, Caregiver)","52","","title:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at Adventist HealthCare, linking to the employer's official careers page.","https://adventisthealthcare.wd1.myworkdayjobs.com/en-US/AdventistHealthCareCareers/job/Waldorf-MD/Certified-Nursing-Assistant--CNA---Varied-Shifts--Home-Assistance_R-034898/apply?jobFamilyGroup=9416f98c4684018c48128eb5ea01c45e"
"certified-nursing-assistant-cna-day-shift-medicine-adventist-healthcare-267804124d","Certified Nursing Assistant (CNA), Day Shift, Medicine","Adventist HealthCare","Rockville, MD","on_site","full_time","cna","Care Workforce (CNA, GNA, Caregiver)","52","","title:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at Adventist HealthCare, linking to the employer's official careers page.","https://adventisthealthcare.wd1.myworkdayjobs.com/AdventistHealthCareCareers/job/Rockville-MD/Certified-Nursing-Assistant--CNA---Day-Shift--Medicine_R-041517"
"certified-nursing-assistant-cna-student-academy-adventist-healthcare-07cedd99d1","Certified Nursing Assistant (CNA) Student Academy","Adventist HealthCare","Maryland","on_site","full_time","cna","Care Workforce (CNA, GNA, Caregiver)","52","","title:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at Adventist HealthCare, linking to the employer's official careers page.","https://adventisthealthcare.wd1.myworkdayjobs.com/en-US/AdventistHealthCareCareers/job/Certified-Nursing-Assistant--CNA--Student-Academy---July---September-2026-Cohorts_R-041615"
"epic-dorothy-clinical-sr-analyst-remote-unitedhealth-group-optum-2b1f67569c","Epic Dorothy Clinical Sr. Analyst - Remote","UnitedHealth Group / Optum","Eden Prairie, MN / Remote","remote","full_time","ehr_analyst","Healthcare IT & Systems","15","","summary:ehr analyst | summary:ehr | title:epic | text:healthcare systems","Curated ehr analyst role at UnitedHealth Group / Optum, linking to the employer's official careers page.","https://careers.unitedhealthgroup.com/job/eden-prairie/epic-dorothy-clinical-sr-analyst-remote/34088/94747077872"
"certified-nursing-assistant-cna-per-diem-night-shift-float-pool-ii-adventist-healt-aa62a2aad0","Certified Nursing Assistant (CNA), Per Diem Night Shift, Float Pool II","Adventist HealthCare","Maryland","on_site","part_time","cna","Care Workforce (CNA, GNA, Caregiver)","52","","title:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at Adventist HealthCare, linking to the employer's official careers page.","https://adventisthealthcare.wd1.myworkdayjobs.com/en-US/AdventistHealthCareCareers/job/Certified-Nursing-Assistant--CNA---Per-Diem-Night-Shift--Float-Pool-ll_R-040652"
"patient-care-tech-cna-night-shift-rehabilitation-adventist-healthcare-72c0072b02","Patient Care Tech (CNA), Night Shift, Rehabilitation","Adventist HealthCare","Maryland","on_site","full_time","patient_care_tech","Care Workforce (CNA, GNA, Caregiver)","30","","title:cna | text:gna | text:hha | text:dsp | title:patient care tech | text:direct support","Curated patient care tech role at Adventist HealthCare, linking to the employer's official careers page.","https://adventisthealthcare.wd1.myworkdayjobs.com/en-US/AdventistHealthCareCareers/job/Patient-Care-Tech--CNA---Night-Shift--Rehabilitation_R-041309"
"home-health-aide-cna-day-shift-home-health-southern-maryland-adventist-healthcare-a2242af146","Home Health Aide (CNA), Day Shift, Home Health - Southern Maryland","Adventist HealthCare","Southern Maryland","on_site","full_time","home_health_aide","Care Workforce (CNA, GNA, Caregiver)","30","","title:cna | text:gna | title:home health aide | text:hha | text:dsp | text:direct support","Curated home health aide role at Adventist HealthCare, linking to the employer's official careers page.","https://adventisthealthcare.wd1.myworkdayjobs.com/en-US/AdventistHealthCareCareers/job/Home-Health-Aide--CNA---Day-Shift--Home-Health_R-038472"
"wound-ostomy-care-technician-cna-day-shift-wound-care-adventist-healthcare-2bcb85d972","Wound Ostomy Care Technician (CNA), Day Shift, Wound Care","Adventist HealthCare","Maryland","on_site","full_time","patient_care_tech","Care Workforce (CNA, GNA, Caregiver)","26","","title:cna | text:gna | text:hha | text:dsp | summary:patient care tech | text:direct support","Curated patient care tech role at Adventist HealthCare, linking to the employer's official careers page.","https://adventisthealthcare.wd1.myworkdayjobs.com/en-US/AdventistHealthCareCareers/job/Wound-Ostomy-Care-Technician--CNA---Day-Shift--Wound-Care_R-041571-1"
"certified-nursing-assistant-acute-onc-trinity-health-15fd7be9bb","Certified Nursing Assistant - Acute/Onc","Trinity Health","Silver Spring, MD","on_site","full_time","cna","Care Workforce (CNA, GNA, Caregiver)","48","","summary:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at Trinity Health, linking to the employer's official careers page.","https://trinityhealth.wd1.myworkdayjobs.com/jobs/job/Silver-Spring-Maryland/Certified-Nursing-Assistant---Acute-Onc_00665213/apply"
"certified-nursing-assistant-trinity-health-01497ccaf2","Certified Nursing Assistant","Trinity Health","United States","on_site","full_time","cna","Care Workforce (CNA, GNA, Caregiver)","48","","summary:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at Trinity Health, linking to the employer's official careers page.","https://trinityhealth.wd1.myworkdayjobs.com/Jobs/job/Certified-Nursing-Assistant_00614002/apply"
"eddy-memorial-geriatric-center-certified-nursing-assistant-trinity-health-f5ee948a87","Eddy Memorial Geriatric Center - Certified Nursing Assistant","Trinity Health","Troy, NY","on_site","full_time","gna","Care Workforce (CNA, GNA, Caregiver)","48","","text:cna | summary:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:gna","Curated gna role at Trinity Health, linking to the employer's official careers page.","https://trinityhealth.wd1.myworkdayjobs.com/jobs/job/spny---eddy-memorial-geriatric/certified-nursing-assistant---eddy-memorial-geriatric-center--troy---all-shifts--_00596147/apply"
"ltss-service-coordinator-rn-clinician-elevance-health","LTSS Service Coordinator-RN Clinician","Elevance Health","Northern Virginia / Field","hybrid","full_time","LTSS / Medicaid Care Coordination","Care Management & Coordination","22","","text:case management | title:service coordinator | text:care coordination | summary:member support | title:ltss","Coordinate LTSS and complex care needs for Medicaid members through assessments, care planning, and field-based member support.","https://careers.elevancehealth.com/ltss-service-coordinator-rn-clinician/job/B5611F1F742159AF6238C7234F8B73BB"
"hospice-certified-nursing-assistant-trinity-health-8b73c08d17","Hospice Certified Nursing Assistant","Trinity Health","Des Moines, IA","on_site","full_time","home_health_aide","Care Workforce (CNA, GNA, Caregiver)","39","","text:cna | text:gna | title:certified nursing assistant | title:nursing assistant | summary:home health aide | text:hha | text:dsp | text:direct support","Curated home health aide role at Trinity Health, linking to the employer's official careers page.","https://trinityhealth.wd1.myworkdayjobs.com/Jobs/job/MercyOne-Des-Moines-HH-and-Hospice/Trinity-Health---MercyOne-Hospice---CNA_00666192/apply"
"certified-nurse-assistant-cna-home-health-aide-trinity-health-4f84881c48","Certified Nurse Assistant (CNA) / Home Health Aide","Trinity Health","United States","on_site","full_time","home_health_aide","Care Workforce (CNA, GNA, Caregiver)","30","","title:cna | text:gna | title:home health aide | text:hha | text:dsp | text:direct support","Curated home health aide role at Trinity Health, linking to the employer's official careers page.","https://trinityhealth.wd1.myworkdayjobs.com/en-us/jobs/job/certified-nurse-assistant--cna--home-health-aide_00655057/apply"
"home-health-aide-hospice-full-time-days-trinity-health-9794ecf689","Home Health Aide - Hospice - Full Time Days","Trinity Health","United States","on_site","full_time","home_health_aide","Care Workforce (CNA, GNA, Caregiver)","23","","text:cna | text:gna | title:home health aide | text:hha | text:dsp | text:direct support","Curated home health aide role at Trinity Health, linking to the employer's official careers page.","https://trinityhealth.wd1.myworkdayjobs.com/en-us/jobs/job/home-health-aide---hospice----full-time-days_00656063/apply"
"hospice-home-health-aide-trinity-health-06d391c2d8","Hospice Home Health Aide","Trinity Health","United States","on_site","full_time","home_health_aide","Care Workforce (CNA, GNA, Caregiver)","23","","text:cna | text:gna | title:home health aide | text:hha | text:dsp | text:direct support","Curated home health aide role at Trinity Health, linking to the employer's official careers page.","https://trinityhealth.wd1.myworkdayjobs.com/Jobs/job/Mount-Carmel-Hospice/Hospice-Home-Health-Aide_00645607-1/apply"
"home-health-aide-ii-eddy-senior-care-adult-daycare-part-time-days-trinity-health-7348c9822d","Home Health Aide II - Eddy Senior Care Adult Daycare - Part Time Days","Trinity Health","Troy, NY","on_site","part_time","home_health_aide","Care Workforce (CNA, GNA, Caregiver)","28","","text:cna | text:gna | title:home health aide | text:hha | text:dsp | title:senior care | text:direct support","Curated home health aide role at Trinity Health, linking to the employer's official careers page.","https://trinityhealth.wd1.myworkdayjobs.com/en-us/jobs/job/home-health-aide-ii--eddy-senior-care-adult-daycare---part-time-days_00649035/apply"
"home-health-aide-eddy-memorial-geriatric-center-part-time-night-trinity-health-3530648082","Home Health Aide - Eddy Memorial Geriatric Center - Part Time Night","Trinity Health","Troy, NY","on_site","part_time","home_health_aide","Care Workforce (CNA, GNA, Caregiver)","23","","text:cna | text:gna | title:home health aide | text:hha | text:dsp | text:direct support","Curated home health aide role at Trinity Health, linking to the employer's official careers page.","https://trinityhealth.wd1.myworkdayjobs.com/jobs/job/Eddy-Memorial-Geriatric-Center--Terrace---Troy-New-York/Home-Health-Aide---Eddy-Memorial-Geriatric-Center---Part-Time-Night_00661297/apply"
"homecare-certified-nursing-assistant-trinity-health-af65cbd44c","Homecare Certified Nursing Assistant","Trinity Health","Mishawaka, IN","on_site","part_time","home_health_aide","Care Workforce (CNA, GNA, Caregiver)","39","","text:cna | text:gna | title:certified nursing assistant | title:nursing assistant | summary:home health aide | text:hha | text:dsp | text:direct support","Curated home health aide role at Trinity Health, linking to the employer's official careers page.","https://trinityhealth.wd1.myworkdayjobs.com/jobs/job/mishawaka-in/homecare-cna--part-time---saint-joseph-pace_00614477/apply"
"certified-nursing-assistant-u42-nightshift-ft-gbmc-healthcare-b28bcc0874","Certified Nursing Assistant - U42 Nightshift - FT","GBMC HealthCare","Baltimore, MD","on_site","full_time","cna","Care Workforce (CNA, GNA, Caregiver)","48","","summary:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at GBMC HealthCare, linking to the employer's official careers page.","https://gbmc.wd1.myworkdayjobs.com/en-US/GBMC/job/Certified-Nursing-Assistant---U42---Medicine-Telemetry-Oncology---Nightshift--7pm-7-30am----FT_JR106637"
"chief-medical-officer-centene-corporation","Chief Medical Officer","Centene Corporation","Remote-LA","remote","full_time","Clinical Executive Leadership","Operations","5","Medicaid Coverage & Eligibility","text:program operations | description:operations","Provide senior medical oversight and leadership for quality, cost-effective healthcare services in a Medicaid-focused market.","https://jobs.centene.com/us/en/jobs/1637124/chief-medical-officer/"
"certified-nursing-assistant-unit-35-med-tele-prn-gbmc-healthcare-1134ef0e88","Certified Nursing Assistant - Unit 35 Med/Tele - PRN","GBMC HealthCare","Baltimore, MD","on_site","part_time","cna","Care Workforce (CNA, GNA, Caregiver)","48","","summary:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at GBMC HealthCare, linking to the employer's official careers page.","https://gbmc.wd1.myworkdayjobs.com/en-US/GBMC/job/Certified-Nursing-Assistant--CNA---Unit-35-Med-Tele--PRN_JR106411"
"certified-nursing-assistant-m-b-unit-24-hrs-wk-gbmc-healthcare-38d9d77fcd","Certified Nursing Assistant - M/B Unit - 24 hrs/wk","GBMC HealthCare","Baltimore, MD","on_site","part_time","cna","Care Workforce (CNA, GNA, Caregiver)","48","","summary:cna | text:gna | title:certified nursing assistant | title:nursing assistant | text:hha | text:dsp | text:direct support | db_category:cna","Curated cna role at GBMC HealthCare, linking to the employer's official careers page.","https://gbmc.wd1.myworkdayjobs.com/en-US/GBMC/job/Certified-Nursing-Assistant--M-B-Unit--24-hrs-wk_JR106763/apply"
